type,name,gu,lat,lng,address,tel,typedetail,indoor,businesshours,conditions,cate_mix,Adress,dong
음식점,차포차,동대문구,37.56752731,127.0689892,서울특별시 동대문구 장한로 76,010-4590-5424,퓨전,실내, ,목줄,음식점퓨전동대문구실내목줄장안동장안동,대한민국 서울특별시 동대문구 장안동 장한로 76,장안동
음식점,마코토키친,동대문구,37.57552999,127.0701393,서울특별시 동대문구 장한로31길 30,02-3394-5450,일식,실내, ,목줄,음식점일식동대문구실내목줄장안2동장안2동,대한민국 서울특별시 동대문구 장안2동 289-4,장안2동
음식점,착한초밥,동대문구,37.58474982,127.0510942,서울특별시 동대문구 왕산로 272,02-957-1219,일식,실내, ,목줄,음식점일식동대문구실내목줄602-11번지602-11번지,대한민국 서울특별시 전농동 602-11번지 동대문구 서울특별시 KR 쥬리,602-11번지
음식점,발리하이,동대문구,37.58577906,127.0333807,서울특별시 동대문구 제기로2길 15,02-929-8155,퓨전,실내, ,목줄,음식점퓨전동대문구실내목줄제기동제기동,대한민국 서울특별시 동대문구 제기동 제기로2길 15,제기동
음식점,TUC,동대문구,37.5860754,127.0366845,서울특별시 동대문구 정릉천동로 155,010-9971-3298,퓨전,실내, ,목줄,음식점퓨전동대문구실내목줄제기동제기동,대한민국 서울특별시 동대문구 제기동 1207,제기동
음식점,힘찬풍천장어,동대문구,37.57410092,127.0236677,서울특별시 동대문구 난계로 252,02-2231-9743,한식,실내, ,목줄,음식점한식동대문구실내목줄신설동신설동,대한민국 서울특별시 동대문구 신설동 117-5,신설동
음식점,방앗간,동대문구,37.5743715,127.042322,서울특별시 동대문구 고산자로28길 73,010-4304-5521,한식,실내, ,목줄,음식점한식동대문구실내목줄용신동용신동,대한민국 서울특별시 동대문구 용신동 39-844,용신동
음식점,용마쉼터,중랑구,37.59588411,127.1024647,서울특별시 중랑구 용마산로112나길 69,02-436-4171,한식,"실내,실외", ,목줄,음식점한식중랑구실내 실외목줄망우본동망우본동,대한민국 서울특별시 중랑구 망우본동 380-1,망우본동
음식점,홍자카야&스시,중랑구,37.59922257,127.0775053,서울특별시 중랑구 동일로129길 35,02-433-0179,일식,실내, ,목줄,음식점일식중랑구실내목줄동일로129길동일로129길,대한민국 서울특별시 중랑구 동일로129길 35,동일로129길
음식점,포차다락,중랑구,37.58201225,127.0889072,서울특별시 중랑구 면목로 336,010-4165-2314,퓨전,실내, ,목줄,음식점퓨전중랑구실내목줄면목3.8동면목3.8동,대한민국 서울특별시 중랑구 면목3.8동 459-14,면목3.8동
음식점,숯불닭갈비에 반하닭,중랑구,37.58333575,127.0886262,서울특별시 중랑구 면목로 352,02-433-9294,한식,실내, ,목줄,음식점한식중랑구실내목줄면목3.8동면목3.8동,대한민국 서울특별시 중랑구 면목3.8동 458-1,면목3.8동
음식점,플렉스빌,동대문구,37.59168106,127.0531531,서울특별시 동대문구 회기로21길 6,010-9003-3103,퓨전,실내, ,목줄,음식점퓨전동대문구실내목줄회기로21길회기로21길,대한민국 서울특별시 동대문구 회기로21길 6,회기로21길
음식점,언니네함바그 회기점,동대문구,37.59242063,127.0567522,서울특별시 동대문구 회기로25길 59,02-966-0110,양식,실내, ,목줄,음식점양식동대문구실내목줄이문1동이문1동,대한민국 서울특별시 동대문구 이문1동 341-72,이문1동
음식점,인생소곱창 회기본점,동대문구,37.59191158,127.0530562,서울특별시 동대문구 회기로21길 9,02-3295-3332,한식,테라스, ,목줄,음식점한식동대문구테라스목줄회기동회기동,대한민국 서울특별시 동대문구 회기동 16-6,회기동
음식점,dips,성북구,37.60505876,127.0309904,서울특별시 성북구 종암로 167,02-943-2782,피자,실내, ,목줄,음식점피자성북구실내목줄종암로종암로,대한민국 서울특별시 성북구 종암로 167,종암로
음식점,빌라드코스테스,성북구,37.60271305,127.0391193,서울특별시 성북구 화랑로5길 4,02-6956-5532,양식,실내, ,"목줄,매너벨트",음식점양식성북구실내목줄 매너벨트월곡2동월곡2동,대한민국 서울특별시 성북구 월곡2동 46-83,월곡2동
음식점,와바탭하우스 메죵두피아노정릉점,성북구,37.60870977,127.004609,서울특별시 성북구 솔샘로 11,070-8950-2580,퓨전,실내, ,목줄,음식점퓨전성북구실내목줄정릉3동정릉3동,대한민국 서울특별시 성북구 정릉3동 684-12,정릉3동
음식점,6일닭강정,종로구,37.5784756,127.0155812,서울특별시 종로구 지봉로 96,02-747-1361,한식,실내, ,목줄,음식점한식종로구실내목줄숭인1동숭인1동,대한민국 서울특별시 종로구 숭인1동 53-9,숭인1동
음식점,오토 성북직영점,성북구,37.59891253,127.0193398,서울특별시 성북구 북악산로 855,02-926-0111,한식, , ,없음,음식점한식성북구 없음돈암1동돈암1동,대한민국 서울특별시 성북구 돈암1동 45-53,돈암1동
음식점,반듯한잔,성북구,37.58965141,127.0187988,서울특별시 성북구 동소문로22길 80,02-942-5577,한식,실내, ,목줄,음식점한식성북구실내목줄보문로30라길보문로30라길,대한민국 서울특별시 성북구 보문로30라길 17,보문로30라길
음식점,률,종로구,37.57938793,126.9823764,서울특별시 종로구 북촌로5길 45,010-4930-5845,퓨전,실내, ,목줄,음식점퓨전종로구실내목줄화동화동,대한민국 서울특별시 종로구 화동 138-12,화동
음식점,째즈스토리,성북구,37.59275096,126.9981949,서울특별시 성북구 혜화로 88,02-747-6537,퓨전,실내, ,목줄,음식점퓨전성북구실내목줄성북동성북동,대한민국 서울특별시 성북구 성북동 122-7,성북동
음식점,문화식당 성북동점,성북구,37.59275096,126.9981949,서울특별시 성북구 혜화로 88,02-763-4644,양식,실내, ,목줄,음식점양식성북구실내목줄성북동성북동,대한민국 서울특별시 성북구 성북동 122-7,성북동
음식점,문화식당 성수동점,성동구,37.54231448,127.0538225,서울특별시 성동구 성수일로4길 45,02-465-9007,퓨전,실내, ,목줄,음식점퓨전성동구실내목줄성수2가1동성수2가1동,대한민국 서울특별시 성동구 성수2가1동 310-11,성수2가1동
음식점,샘터가든,강북구,37.66793482,127.0069581,서울특별시 강북구 삼양로179길 121,02-908-4242,한식,실내, ,목줄,음식점한식강북구실내목줄우이동우이동,대한민국 서울특별시 강북구 우이동 산8-15,우이동
음식점,갈비냉면,강북구,37.6511387,127.012643,서울특별시 강북구 삼양로 541,02-928-5344,한식,실외, ,목줄,음식점한식강북구실외목줄우이동우이동,대한민국 서울특별시 강북구 우이동 71-35,우이동
음식점,북한산 고기농장,강북구,37.66130565,127.0072934,서울특별시 강북구 삼양로173길 102,02-990-9365,한식,실외, ,목줄,음식점한식강북구실외목줄우이동우이동,대한민국 서울특별시 강북구 우이동 186-19,우이동
음식점,소귀골백운산장,강북구,37.67197864,127.0061846,서울특별시 강북구 삼양로181길 206,02-906-8833,한식,실내, ,목줄,음식점한식강북구실내목줄우이동우이동,대한민국 서울특별시 강북구 우이동 산80-3,우이동
음식점,산이야,강북구,37.67180784,127.0056268,서울특별시 강북구 삼양로181길 201-8,02-900-7557,한식,실외, ,목줄,음식점한식강북구실외목줄우이동우이동,대한민국 서울특별시 강북구 우이동 224-13,우이동
음식점,시골쌈밥,강북구,37.66229761,127.0111095,서울특별시 강북구 삼양로173길 21-8,02-996-1487,한식,실외, ,목줄,음식점한식강북구실외목줄우이동우이동,대한민국 서울특별시 강북구 우이동 삼양로173길 21-8,우이동
음식점,동원식당,강북구,37.64150593,127.0289574,서울특별시 강북구 도봉로 387,02-991-2071,한식,실내, ,목줄,음식점한식강북구실내목줄수유동수유동,대한민국 서울특별시 강북구 수유동 173-15,수유동
음식점,미아회관,강북구,37.61300647,127.0313617,서울특별시 강북구 도봉로10가길 15,010-9085-2732,한식,실외, ,목줄,음식점한식강북구실외목줄도봉로10가길도봉로10가길,대한민국 서울특별시 강북구 도봉로10가길 15,도봉로10가길
음식점,도봉산해물짬뽕,도봉구,37.68883199,127.0446415,서울특별시 도봉구 도봉산4나길 43,02-956-3000,중식,실외, ,목줄,음식점중식도봉구실외목줄도봉산4나길도봉산4나길,대한민국 서울특별시 도봉구 도봉산4나길 43,도봉산4나길
음식점,호감 감자튀김전문점 Pub,도봉구,37.66950592,127.0453101,서울특별시 도봉구 도봉로152길 27,010-4510-1486,퓨전,실내, ,목줄,음식점퓨전도봉구실내목줄도봉동도봉동,대한민국 서울특별시 도봉구 도봉동 622-80,도봉동
음식점,소통애 창동점,도봉구,37.65565256,127.0428049,서울특별시 도봉구 도봉로136가길 73,010-3724-5170,한식,"실내,실외", ,목줄,음식점한식도봉구실내 실외목줄창동창동,대한민국 서울특별시 도봉구 창동 826,창동
음식점,짝태앤노가리 방학동점,도봉구,37.66453534,127.0389026,서울특별시 도봉구 도봉로145길 65,010-7680-0760,퓨전,실내, ,목줄,음식점퓨전도봉구실내목줄방학1동방학1동,대한민국 서울특별시 도봉구 방학1동 690-92,방학1동
음식점,땡불초닭발,노원구,37.6242817,127.0799109,서울특별시 노원구 공릉로42길 4,02-977-4447,한식,실내, ,목줄,음식점한식노원구실내목줄공릉동공릉동,대한민국 서울특별시 노원구 공릉동 412-21,공릉동
음식점,페리도트,은평구,37.58847852,126.9161668,서울특별시 은평구 응암로11길 6,010-7763-7661,퓨전,실내, ,"캐리어,안기",음식점퓨전은평구실내캐리어 안기응암3동응암3동,대한민국 서울특별시 은평구 응암3동 599-36,응암3동
음식점,좋앗나빙수,은평구,37.60973577,126.9289385,서울특별시 은평구 불광로 20,02-350-9932,퓨전,실내, ,"캐리어,안기",음식점퓨전은평구실내캐리어 안기불광로불광로,대한민국 서울특별시 은평구 불광로 20 NC백화점불광점 3F,불광로
음식점,달빛포차,은평구,37.61916466,126.9177634,서울특별시 은평구 연서로29길 21-4,010-2239-2379,퓨전,실내, ,목줄,음식점퓨전은평구실내목줄갈현2동갈현2동,대한민국 서울특별시 은평구 갈현2동 452-30,갈현2동
음식점,초램 양고기 갈현점,은평구,37.62226569,126.9188188,서울특별시 은평구 통일로85길 8,02-385-9989,퓨전,실내, ,목줄,음식점퓨전은평구실내목줄갈현1동갈현1동,대한민국 서울특별시 은평구 갈현1동 408-5,갈현1동
음식점,반상 & 술상,은평구,37.61918395,126.9194821,서울특별시 은평구 연서로29길 8-9,02-356-8399,한식,테라스, ,목줄,음식점한식은평구테라스목줄연서로29길연서로29길,대한민국 서울특별시 은평구 연서로29길 8-9,연서로29길
음식점,머스트,은평구,37.61898939,126.9182456,서울특별시 은평구 연서로29길 17-4,02-386-7779,퓨전,실내, ,목줄,음식점퓨전은평구실내목줄갈현동갈현동,대한민국 서울특별시 은평구 갈현동 453-14,갈현동
음식점,코스믹버거랩,은평구,37.62223045,126.9190667,서울특별시 은평구 통일로85길 6,02-6402-5050,햄버거,실내, ,목줄,음식점햄버거은평구실내목줄통일로85길통일로85길,대한민국 서울특별시 은평구 통일로85길 6-4,통일로85길
음식점,32년 전통 시골막국수,은평구,37.61115283,126.9418987,서울특별시 은평구 진흥로19길 2-8,010-3695-8315,한식,실내, ,목줄,음식점한식은평구실내목줄불광1동불광1동,대한민국 서울특별시 은평구 불광1동 630-62,불광1동
음식점,복래찬합,서대문구,37.59226087,126.9408409,서울특별시 서대문구 통일로 497,02-354-2005,한식,실내, ,목줄,음식점한식서대문구실내목줄홍은동홍은동,대한민국 서울특별시 서대문구 홍은동 90-3,홍은동
음식점,대성씨,서대문구,37.59247869,126.9464112,서울특별시 서대문구 세검정로 47,010-9279-5592,퓨전,실내, ,목줄,음식점퓨전서대문구실내목줄홍제동홍제동,대한민국 서울특별시 서대문구 홍제동 266-236,홍제동
음식점,묘한술책,서대문구,37.56738523,126.9288967,서울특별시 서대문구 연희맛로 17-18,02-326-0845,양식,실내, ,목줄,음식점양식서대문구실내목줄연희동연희동,대한민국 서울특별시 서대문구 연희동 130-13,연희동
음식점,황씨네,서대문구,37.57514061,126.9269318,서울특별시 서대문구 홍제천로 116,02-323-8253,퓨전,실내, ,목줄,음식점퓨전서대문구실내목줄연희동연희동,대한민국 서울특별시 서대문구 연희동 702,연희동
음식점,윈야드,서대문구,37.56706896,126.9276772,서울특별시 서대문구 연희로11다길 9,02-332-8929,양식,실내, ,목줄,음식점양식서대문구실내목줄연희동연희동,대한민국 서울특별시 서대문구 연희동 128-8,연희동
음식점,연희단팥죽,서대문구,37.56790861,126.9288844,서울특별시 서대문구 연희로11가길 8-5,02-6082-2086,한식,실내, ,목줄,음식점한식서대문구실내목줄연희로11가길연희로11가길,대한민국 서울특별시 서대문구 연희로11가길 8-5,연희로11가길
음식점,마우디,서대문구,37.56748922,126.9301311,서울특별시 서대문구 연희로11길 18,02-332-3933,양식,실내, ,목줄,음식점양식서대문구실내목줄연희동연희동,대한민국 서울특별시 서대문구 연희동 132-18,연희동
음식점,에어플레인모드,서대문구,37.55770536,126.9386694,서울특별시 서대문구 연세로4길 36,010-9185-6553,퓨전,실내, ,목줄,음식점퓨전서대문구실내목줄창천동창천동,대한민국 서울특별시 서대문구 창천동 13-36,창천동
음식점,타코로코,서대문구,37.55811495,126.9346311,서울특별시 서대문구 연세로7안길 37,02-333-6469,퓨전,실내, ,"목줄,입마개",음식점퓨전서대문구실내목줄 입마개창천동창천동,대한민국 서울특별시 서대문구 창천동 53-20,창천동
음식점,지니네컵밥,서대문구,37.55890633,126.9430386,서울특별시 서대문구 신촌역로 22-5,010-9073-8440,한식,실외, ,목줄,음식점한식서대문구실외목줄대현동대현동,대한민국 서울특별시 서대문구 대현동 27-37,대현동
음식점,소버바이데일리샷,서대문구,37.55855258,126.9430099,서울특별시 서대문구 신촌역로 22,010-6270-2697,퓨전,실외, ,목줄,음식점퓨전서대문구실외목줄대현동대현동,대한민국 서울특별시 서대문구 대현동 27-4,대현동
음식점,레몬그라스,성동구,37.54341926,127.0542727,서울특별시 성동구 연무장길 41-26,010-4459-7022,퓨전,실내,주중 11:30 ~ 21:00 / 주말 12:00 ~21:30 / break time 15:00 ~ 17:00,"목줄,캐리어",음식점퓨전성동구실내목줄 캐리어연무장길연무장길,대한민국 서울특별시 성동구 연무장길 41-26,연무장길
음식점,코쿤캅,서대문구,37.55890633,126.9430386,서울특별시 서대문구 신촌역로 22-5,010-2298-2834,퓨전,실외, ,목줄,음식점퓨전서대문구실외목줄대현동대현동,대한민국 서울특별시 서대문구 대현동 27-37,대현동
음식점,이모네,서대문구,37.55890633,126.9430386,서울특별시 서대문구 신촌역로 22-5,010-8776-6317,면요리,실외, ,목줄,음식점면요리서대문구실외목줄대현동대현동,대한민국 서울특별시 서대문구 대현동 27-37,대현동
음식점,까미네 닭강정,서대문구,37.55890633,126.9430386,서울특별시 서대문구 신촌역로 22-5,010-9162-1487,한식,실외, ,목줄,음식점한식서대문구실외목줄대현동대현동,대한민국 서울특별시 서대문구 대현동 27-37,대현동
음식점,낮과밤,서대문구,37.55946622,126.9449683,서울특별시 서대문구 이화여대길 52-35,010-8862-1697,퓨전,실내, ,목줄,음식점퓨전서대문구실내목줄이화여대길이화여대길,대한민국 서울특별시 서대문구 이화여대길 52-35,이화여대길
음식점,정선할매곤드레밥,종로구,37.57572526,126.9697341,서울특별시 종로구 사직로8길 5-13,02-736-1237,한식,실내, ,목줄,음식점한식종로구실내목줄필운동필운동,대한민국 서울특별시 종로구 필운동 253-2,필운동
음식점,몰림,종로구,37.57567121,126.9704889,서울특별시 종로구 사직로10길 5,010-4121-0999,퓨전,실내, ,목줄,음식점퓨전종로구실내목줄내자동내자동,대한민국 서울특별시 종로구 내자동 142,내자동
음식점,취천루,종로구,37.57826702,126.9710323,서울특별시 종로구 자하문로7길 9,02-6221-8249,중식,실내, ,목줄,음식점중식종로구실내목줄체부동체부동,대한민국 서울특별시 종로구 체부동 26,체부동
음식점,MANRI199,중구,37.55546546,126.9677119,서울특별시 중구 만리재로 199,02-363-0199,퓨전,실내, ,목줄,음식점퓨전중구실내목줄만리동1가만리동1가,대한민국 서울특별시 중구 만리동1가 62-103,만리동1가
음식점,십일,서대문구,37.5841229,126.9131278,서울특별시 서대문구 증가로30길 29-5,010-9789-6886,일식,실내, ,목줄,음식점일식서대문구실내목줄북가좌2동북가좌2동,대한민국 서울특별시 서대문구 북가좌2동 332-11,북가좌2동
음식점,본태스시,마포구,37.56924736,126.9112522,서울특별시 마포구 성암로3길 8,070-8244-1015,일식,실내, ,목줄,음식점일식마포구실내목줄중동중동,대한민국 서울특별시 마포구 중동 165-9,중동
음식점,잇다프로젝트,마포구,37.56446239,126.9256565,서울특별시 마포구 성미산로31길 14,010-9844-6718,양식,실내, ,목줄,음식점양식마포구실내목줄성미산로31길성미산로31길,대한민국 서울특별시 마포구 성미산로31길 14,성미산로31길
음식점,이자카야라쿤,마포구,37.56572223,126.9235043,서울특별시 마포구 성미산로29안길 29,02-336-0849,퓨전,실내, ,캐리어,음식점퓨전마포구실내캐리어연남동연남동,대한민국 서울특별시 마포구 연남동 241-80,연남동
음식점,하이하우스,마포구,37.56525188,126.9238754,서울특별시 마포구 성미산로 161-10,02-6014-7638,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄성미산로성미산로,대한민국 서울특별시 마포구 성미산로 161-10,성미산로
음식점,리틀파파포 연남점,마포구,37.56210917,126.9246708,서울특별시 마포구 동교로38안길 5,02-336-5678,퓨전,테라스, ,목줄,음식점퓨전마포구테라스목줄연남동연남동,대한민국 서울특별시 마포구 연남동 390-67,연남동
음식점,수부니흐,마포구,37.56135693,126.9258126,서울특별시 마포구 동교로38길 35,02-335-7472,양식,실내, ,목줄,음식점양식마포구실내목줄390-41번지390-41번지,대한민국 서울특별시 연남동 390-41번지 하동 1층 일부 마포구 서울특별시 KR 용정,390-41번지
음식점,SAAP 연남,마포구,37.56321426,126.9258417,서울특별시 마포구 성미산로 184,02-6339-5609,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄연남동연남동,대한민국 서울특별시 마포구 연남동 228-11,연남동
음식점,연주방,마포구,37.56271635,126.9253674,서울특별시 마포구 동교로46길 7,010-4346-4026,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄연남동연남동,대한민국 서울특별시 마포구 연남동 387-19,연남동
음식점,주방,마포구,37.55568478,126.9076541,서울특별시 마포구 월드컵로19길 42,02-6406-2019,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄월드컵로19길월드컵로19길,대한민국 서울특별시 마포구 월드컵로19길 40,월드컵로19길
음식점,딥,마포구,37.55518658,126.9075971,서울특별시 마포구 월드컵로19길 51,010-8633-5443,양식,실내, ,목줄,음식점양식마포구실내목줄망원동망원동,대한민국 서울특별시 마포구 망원동 57-121,망원동
음식점,단,마포구,37.5536166,126.903779,서울특별시 마포구 망원로2길 87,010-9552-4149,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄망원로2길망원로2길,대한민국 서울특별시 마포구 망원로2길 89,망원로2길
음식점,내고기,마포구,37.55727212,126.902344,서울특별시 마포구 월드컵로25길 99,02-323-3280,한식,실내, ,목줄,음식점한식마포구실내목줄월드컵로25길월드컵로25길,대한민국 서울특별시 마포구 월드컵로25길 99,월드컵로25길
음식점,포썸,마포구,37.55310805,126.9037416,서울특별시 마포구 희우정로 80-1,070-4413-0915,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄망원동망원동,대한민국 서울특별시 마포구 망원동 396-38,망원동
음식점,T P B,마포구,37.54593595,126.9143003,서울특별시 마포구 토정로3안길 2,02-322-3131,피자,실내, ,목줄,음식점피자마포구실내목줄토정로3안길토정로3안길,대한민국 서울특별시 마포구 토정로3안길 2,토정로3안길
음식점,익순,마포구,37.54821115,126.9131863,서울특별시 마포구 양화진길 5,010-3125-9260,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄합정동합정동,대한민국 서울특별시 마포구 합정동 375-1,합정동
음식점,달리,마포구,37.54826772,126.9188706,서울특별시 마포구 양화로6길 86,02-6401-4123,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄합정동합정동,대한민국 서울특별시 마포구 합정동 410-10,합정동
음식점,블랑누아,마포구,37.55966025,126.9256496,서울특별시 마포구 연희로1길 15,02-332-6841,퓨전,테라스, ,목줄,음식점퓨전마포구테라스목줄연희로1길연희로1길,대한민국 서울특별시 마포구 연희로1길 15,연희로1길
음식점,파이리퍼블릭,마포구,37.5593057,126.925771,서울특별시 마포구 양화로23길 10-10,02-6083-1967,양식,실내, ,목줄,음식점양식마포구실내목줄동교동동교동,대한민국 서울특별시 마포구 동교동 147-47,동교동
음식점,osteria ora,마포구,37.55637749,126.9143756,서울특별시 마포구 잔다리로 105,010-9163-0415,양식,실내, ,목줄,음식점양식마포구실내목줄서교동서교동,대한민국 서울특별시 마포구 서교동 468-17,서교동
음식점,안티플랜,마포구,37.54627719,126.9199968,서울특별시 마포구 어울마당로2길 13,010-8708-2722,퓨전,실내, ,"목줄,매너벨트",음식점퓨전마포구실내목줄 매너벨트서강동서강동,대한민국 서울특별시 마포구 서강동 15-28,서강동
음식점,비볼리,마포구,37.54852867,126.9169491,서울특별시 마포구 독막로 31-3,02-3144-6887,양식,실내, ,목줄,음식점양식마포구실내목줄412-27번지412-27번지,대한민국 서울특별시 합정동 412-27번지 마포구 서울특별시 KR 도키도키,412-27번지
음식점,고수포차,마포구,37.5475614,126.9219093,서울특별시 마포구 독막로 76-1,010-8881-3223,퓨전,"실내,테라스", ,목줄,음식점퓨전마포구실내 테라스목줄상수동상수동,대한민국 서울특별시 마포구 상수동 324-1,상수동
음식점,고고갈비 홍대상수점,마포구,37.54794158,126.9221204,서울특별시 마포구 독막로 77,02-6219-9090,한식,실내, ,목줄,음식점한식마포구실내목줄상수동상수동,대한민국 서울특별시 마포구 상수동 310-12,상수동
음식점,경양카츠 상수점,마포구,37.54679113,126.922717,서울특별시 마포구 와우산로 25,02-337-4388,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄상수동상수동,대한민국 서울특별시 마포구 상수동 327-6,상수동
음식점,미쁘동,마포구,37.56210184,126.9261894,서울특별시 마포구 동교로38길 33-21,070-4242-1881,일식,실내, ,목줄,음식점일식마포구실내목줄연남동연남동,대한민국 서울특별시 마포구 연남동 384-2,연남동
음식점,저스트텐동 연남점,마포구,37.56281466,126.925248,서울특별시 마포구 동교로46길 3,02-324-7778,일식,실내, ,캐리어,음식점일식마포구실내캐리어연남동연남동,대한민국 서울특별시 마포구 연남동 228-25,연남동
음식점,그놈의집구석,마포구,37.55439854,126.9299512,서울특별시 마포구 와우산로 150-2,010-5676-7114,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄dong창전동,대한민국 서울특별시 와우산로오거리,창전동
음식점,드렁큰비건,마포구,37.55416257,126.9299565,서울특별시 마포구 와우산로30길 13,070-7543-8101,퓨전,"실내,테라스", ,목줄,음식점퓨전마포구실내 테라스목줄창전동창전동,대한민국 서울특별시 마포구 창전동 5-78,창전동
음식점,23플래터,마포구,37.55047311,126.9194176,서울특별시 마포구 잔다리로3안길 36,010-2333-5417,양식,실내, ,목줄,음식점양식마포구실내목줄서교동서교동,대한민국 서울특별시 마포구 서교동 395-126,서교동
음식점,난봉꾼조개찜 홍대점,마포구,37.55131057,126.9207214,서울특별시 마포구 잔다리로 20-11,02-323-8882,한식,실내, ,목줄,음식점한식마포구실내목줄잔다리로잔다리로,대한민국 서울특별시 마포구 잔다리로 20-11,잔다리로
음식점,온블랙94,마포구,37.54827873,126.9223832,서울특별시 마포구 와우산로 39-14,010-8345-7890,양식,"실내,루프탑", ,목줄,음식점양식마포구실내 루프탑목줄서강동서강동,대한민국 서울특별시 마포구 서강동 와우산로 39-14,서강동
음식점,주무대,마포구,37.54594671,126.9212171,서울특별시 마포구 와우산로3길 32,02-3141-1217,한식,실내, ,목줄,음식점한식마포구실내목줄서강동서강동,대한민국 서울특별시 마포구 서강동 336-15,서강동
음식점,빅타이니,마포구,37.55431475,126.9316568,서울특별시 마포구 서강로11길 36-35,070-8776-6520,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄서강동서강동,대한민국 서울특별시 마포구 서강동 4-12,서강동
음식점,하카타분코,마포구,37.54891709,126.9237747,서울특별시 마포구 독막로19길 43,02-338-5536,면요리,실내, ,목줄,음식점면요리마포구실내목줄상수동상수동,대한민국 서울특별시 마포구 상수동 93-28,상수동
음식점,푸른달,마포구,37.55497497,126.9328564,서울특별시 마포구 신촌로12다길 6,010-7318-2227,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄노고산동노고산동,대한민국 서울특별시 마포구 노고산동 56-43,노고산동
음식점,올터쭈꾸미,마포구,37.5547357,126.9333951,서울특별시 마포구 신촌로14길 29,02-3142-1135,한식,실내, ,목줄,음식점한식마포구실내목줄노고산동노고산동,대한민국 서울특별시 마포구 노고산동 56-25,노고산동
음식점,도화동지니,마포구,37.5389756,126.9479033,서울특별시 마포구 삼개로 15-8,02-701-9221,퓨전,테라스, ,목줄,음식점퓨전마포구테라스목줄도화동도화동,대한민국 서울특별시 마포구 도화동 203-23,도화동
음식점,소문난집,서대문구,37.55792883,126.9348468,서울특별시 서대문구 연세로7길 38,02-336-1922,한식,실내, ,목줄,음식점한식서대문구실내목줄창천동창천동,대한민국 서울특별시 서대문구 창천동 53-15번지 대한민국 서울특별시 신촌동,창천동
음식점,마포분식,마포구,37.55667657,126.9533748,서울특별시 마포구 굴레방로9길 41,010-5263-1014,분식,실내, ,목줄,음식점분식마포구실내목줄아현동아현동,대한민국 서울특별시 마포구 아현동 570-21,아현동
음식점,막걸리싸롱 마곡나루점,강서구,37.56768591,126.8259794,서울특별시 강서구 마곡서로 152,010-8121-3370,한식,실외, ,목줄,음식점한식강서구실외목줄마곡동마곡동,대한민국 서울특별시 강서구 마곡동 759-1,마곡동
음식점,육회먹은연어,강서구,37.56063122,126.8327206,서울특별시 강서구 마곡중앙6로 45,02-3665-3560,한식,실내, ,목줄,음식점한식강서구실내목줄가양1동가양1동,대한민국 서울특별시 강서구 가양1동 415-7,가양1동
음식점,조개깡패연구소 발산역점,강서구,37.5596114,126.8372423,서울특별시 강서구 공항대로 269-15,02-6213-8900,한식,실내, ,목줄,음식점한식강서구실내목줄공항대로공항대로,대한민국 서울특별시 강서구 공항대로 269-15,공항대로
음식점,클럽미식생활,강서구,37.5587038,126.8317656,서울특별시 강서구 공항대로 220,070-7677-1730,퓨전,실내, ,목줄,음식점퓨전강서구실내목줄발산1동발산1동,대한민국 서울특별시 강서구 발산1동 217-7,발산1동
음식점,이태리숲,강서구,37.56063122,126.8327206,서울특별시 강서구 마곡중앙6로 45,02-3661-1461,양식,테라스, ,목줄,음식점양식강서구테라스목줄가양1동가양1동,대한민국 서울특별시 강서구 가양1동 415-7,가양1동
음식점,오남매닭갈비,강서구,37.56731404,126.8275549,서울특별시 강서구 마곡중앙5로 6,010-8100-3400,한식,실내, ,캐리어,음식점한식강서구실내캐리어마곡동마곡동,대한민국 서울특별시 강서구 마곡동 280-3,마곡동
음식점,올바른장어,강서구,37.55882032,126.8400069,서울특별시 강서구 공항대로 291,02-2063-3530,한식,실내, ,목줄,음식점한식강서구실내목줄등촌동등촌동,대한민국 서울특별시 강서구 등촌동 673-6,등촌동
음식점,보드람치킨 독산한신점,금천구,37.45539073,126.8888778,서울특별시 금천구 한내로 62,02-898-3701,퓨전,실외, ,목줄,음식점퓨전금천구실외목줄독산동독산동,대한민국 서울특별시 금천구 독산동 1095,독산동
음식점,텐마루,금천구,37.47774088,126.8898764,서울특별시 금천구 디지털로12길 21,02-857-0199,퓨전,실내, ,목줄,음식점퓨전금천구실내목줄디지털로12길디지털로12길,대한민국 서울특별시 금천구 디지털로12길 21,디지털로12길
음식점,평일주점,금천구,37.48268295,126.8850904,서울특별시 금천구 벚꽃로38길 32-39,1800-2845,퓨전,실내, ,목줄,음식점퓨전금천구실내목줄가산동가산동,대한민국 서울특별시 금천구 가산동 597-11,가산동
