type,name,gu,lat,lng,address,tel,typedetail,indoor,businesshours,conditions,cate_mix,dong,Adress
카페,카페길,용산구,37.54724656,126.9815338,서울특별시 용산구 두텁바위로 89,070-5029-3323,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 415-1
카페,카페우리다,용산구,37.54957026,126.9761584,서울특별시 용산구 후암로35길 43,070-8886-1210,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 114-31
카페,마모에,용산구,37.55128562,126.9813928,서울특별시 용산구 두텁바위로 137,070-4009-8857,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 30-127
카페,곰발커피,용산구,37.5467109,126.9808865,서울특별시 용산구 두텁바위로 81,02-779-0428,카페,실내, ,목줄,카페카페용산구실내목줄두텁바위로두텁바위로,두텁바위로,대한민국 서울특별시 용산구 두텁바위로 81-1
카페,REDLEAF coffeefactory,용산구,37.54981766,126.9789046,서울특별시 용산구 후암로28길 27,010-4519-9007,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 55-26
카페,시트러스테이블,용산구,37.55169479,126.9799323,서울특별시 용산구 두텁바위로 155,02-318-8415,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 30-119
카페,카페후암동,용산구,37.54874413,126.9775127,서울특별시 용산구 후암로 33,010-2251-8232,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 105-6
카페,더모놀로그하우스,용산구,37.54882437,126.9820326,서울특별시 용산구 두텁바위로 111,02-512-7106,카페,실내, ,목줄,카페카페용산구실내목줄후암동후암동,후암동,대한민국 서울특별시 용산구 후암동 398-6
카페,테라커피,성동구,37.55469245,127.0707927,서울특별시 성동구 동일로 257-1,02-465-3121,카페,실내, ,목줄,카페카페성동구실내목줄송정동송정동,송정동,대한민국 서울특별시 성동구 송정동 87-20
카페,309디저트카페,성동구,37.54148195,127.0544094,서울특별시 성동구 성수이로7길 24,02-466-3330,카페,실내, ,목줄,카페카페성동구실내목줄성수2가1동성수2가1동,성수2가1동,대한민국 서울특별시 성동구 성수2가1동 309-59
카페,에이투비,성동구,37.54394328,127.0589669,서울특별시 성동구 아차산로 135,070-4617-0812,카페,실내, ,목줄,카페카페성동구실내목줄성수2가3동성수2가3동,성수2가3동,대한민국 서울특별시 성동구 성수2가3동 277-56
카페,오프커피,성동구,37.54361342,127.052683,서울특별시 성동구 연무장길 29-17,010-3004-0039,카페,"실내,실외", ,목줄,카페카페성동구실내 실외목줄성수2가3동성수2가3동,성수2가3동,대한민국 서울특별시 성동구 성수2가3동 316-5
카페,높은산,성동구,37.53685382,127.0541476,서울특별시 성동구 성수이로 18-1,010-6835-8194,카페,실외, ,목줄,카페카페성동구실외목줄성수이로성수이로,성수이로,대한민국 서울특별시 성동구 성수이로 18-1
카페,카페소울,성동구,37.53576839,127.0554925,서울특별시 성동구 둘레15길 11,02-6081-8882,카페,실내, ,안기,카페카페성동구실내안기성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 700-3
카페,BNHR,성동구,37.54443911,127.0526591,서울특별시 성동구 연무장5길 9-16,070-4175-6118,카페,실내, ,목줄,카페카페성동구실내목줄성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 302-8
카페,Time After Time,성동구,37.54298842,127.0522357,서울특별시 성동구 연무장길 28-16,070-8891-9629,카페,실내, ,목줄,카페카페성동구실내목줄성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 310-60
카페,무브모브,성동구,37.54533784,127.0504264,서울특별시 성동구 성수일로 56,02-466-0878,카페,실내, ,캐리어,카페카페성동구실내캐리어성수일로성수일로,성수일로,대한민국 서울특별시 성동구 성수일로 56
카페,헬로헬씨,성동구,37.54799827,127.0519631,서울특별시 성동구 성수일로10가길 4,02-6326-8696,카페,실내, ,목줄,카페카페성동구실내목줄성수2가3동성수2가3동,성수2가3동,대한민국 서울특별시 성동구 성수2가3동 284-44
카페,어페어 커피,성동구,37.536696,127.0550458,서울특별시 성동구 성수이로6길 11,02-6338-7005,카페,실내, ,목줄,카페카페성동구실내목줄성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 559-4
카페,카페 봇봇봇,성동구,37.54476087,127.0581989,서울특별시 성동구 아차산로9길 8,02-499-9219,카페,실외, ,"목줄,입마개",카페카페성동구실외목줄 입마개성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 아차산로9길 8
카페,BBC,성동구,37.53860394,127.0564101,서울특별시 성동구 뚝섬로 413,02-6339-5528,카페,실내, ,목줄,카페카페성동구실내목줄성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 331-123
카페,인덱스카라멜,성동구,37.54140761,127.0569083,서울특별시 성동구 성수이로14길 14,02-790-8399,카페,실내, ,안기,카페카페성동구실내안기성수동2가성수동2가,성수동2가,대한민국 서울특별시 성동구 성수동2가 322-4
카페,도렐 육지3호점,성동구,37.54378977,127.0544169,서울특별시 성동구 연무장7길 11,02-516-3675,카페,실내, ,목줄,카페카페성동구실내목줄성수2가3동성수2가3동,성수2가3동,대한민국 서울특별시 성동구 성수2가3동 연무장7길 11
카페,비비비커피,성동구,37.53955999,127.0476317,서울특별시 성동구 성덕정3길 8,010-7193-7656,카페,"실내,실외", ,목줄,카페카페성동구실내 실외목줄성덕정3길성덕정3길,성덕정3길,대한민국 서울특별시 성동구 성덕정3길 8
카페,엘라,성동구,37.54683277,127.0469355,서울특별시 성동구 왕십리로4길 26-18,010-6835-1963,카페,실내, ,목줄,카페카페성동구실내목줄성수1가2동성수1가2동,성수1가2동,대한민국 서울특별시 성동구 성수1가2동 8-29
카페,camouflage coffee,성동구,37.54899097,127.0456913,서울특별시 성동구 아차산로1길 9,010-5350-1530,카페,실내, ,목줄,카페카페성동구실내목줄아차산로1길아차산로1길,아차산로1길,대한민국 서울특별시 성동구 아차산로1길 9
카페,과일파는 덕이언니,성동구,37.54473662,127.0495183,서울특별시 성동구 성수일로 47,010-9233-9899,카페,실내, ,목줄,카페카페성동구실내목줄성수일로성수일로,성수일로,대한민국 서울특별시 성동구 성수일로 47
카페,erolpa,성동구,37.53803436,127.0490695,서울특별시 성동구 둘레7길 15,070-8821-4965,카페,실내, ,목줄,카페카페성동구실내목줄성수1가1동성수1가1동,성수1가1동,대한민국 서울특별시 성동구 성수1가1동 219-2
카페,El Patio,성동구,37.54367362,127.0505828,서울특별시 성동구 연무장길 10-5,070-8822-5628,카페,실내, ,목줄,카페카페성동구실내목줄성수1가1동성수1가1동,성수1가1동,대한민국 서울특별시 성동구 성수1가1동 16-29
카페,커피오스,성동구,37.5419981,127.0485059,서울특별시 성동구 성수일로3길 1,02-462-7140,카페,실내, ,목줄,카페카페성동구실내목줄성수일로3길성수일로3길,성수일로3길,대한민국 서울특별시 성동구 성수일로3길 1
카페,구욱희씨,성동구,37.54711029,127.0418677,서울특별시 성동구 서울숲4길 12-22,070-4282-7799,베이커리,"실내,루프탑", ,안기,카페베이커리성동구실내 루프탑안기성수동1가성수동1가,성수동1가,대한민국 서울특별시 성동구 성수동1가 서울숲4길 12-22
카페,카페시트러스페이퍼,성동구,37.54278385,127.0127667,서울특별시 성동구 독서당로 194-1,02-2291-1941,카페,실내, ,목줄,카페카페성동구실내목줄옥수동옥수동,옥수동,대한민국 서울특별시 성동구 옥수동 244-11
카페,코페아커피 옥수점,성동구,37.54084963,127.0113829,서울특별시 성동구 독서당로 168,02-2295-6553,카페,실외, ,목줄,카페카페성동구실외목줄옥수동옥수동,옥수동,대한민국 서울특별시 성동구 옥수동 450-1
카페,랑데자뷰 약수점,중구,37.55770284,127.0089767,서울특별시 중구 동호로 222,070-7797-3344,카페,실내, ,목줄,카페카페중구실내목줄신당동신당동,신당동,대한민국 서울특별시 중구 신당동 377-59
카페,커피그래,중구,37.55628036,127.0099297,서울특별시 중구 동호로 204,0507-1348-1256,카페,실내, ,목줄,카페카페중구실내목줄신당동신당동,신당동,대한민국 서울특별시 중구 신당동 동호로 204
카페,힘들땐 마카롱,중구,37.55549679,127.0124852,서울특별시 중구 다산로12길 21,02-2231-3516,카페,실내, ,목줄,카페카페중구실내목줄신당동신당동,신당동,대한민국 서울특별시 중구 신당동 347-355
카페,오프셋커피,중구,37.55737733,127.0126662,서울특별시 중구 다산로20길 7,070-8790-2650,카페,실내, ,안기,카페카페중구실내안기신당동신당동,신당동,대한민국 서울특별시 중구 신당동 340-83
카페,하이디하우스,중구,37.55597234,127.0124498,서울특별시 중구 다산로14길 17,02-2233-4107,카페,"실내,테라스", ,목줄,카페카페중구실내 테라스목줄다산로14길다산로14길,다산로14길,대한민국 서울특별시 중구 다산로14길 17
카페,도도네케이크,성동구,37.55160942,127.0262728,서울특별시 성동구 금호로 102,010-8950-3035,카페,실내, ,목줄,카페카페성동구실내목줄금호동1가금호동1가,금호동1가,대한민국 서울특별시 성동구 금호동1가 633 금호벽산아파트 상가 1층
카페,폰슨비,성동구,37.55009441,127.0266171,서울특별시 성동구 독서당로51길 22-1,010-8931-9234,카페,실내, ,목줄,카페카페성동구실내목줄금호1가동금호1가동,금호1가동,대한민국 서울특별시 성동구 금호1가동 독서당로51길 22-1 1층
카페,별미양과점,성동구,37.55083656,127.0258275,서울특별시 성동구 금호로 84,010-5291-3673,카페,실내, ,안기,카페카페성동구실내안기금호로금호로,금호로,대한민국 서울특별시 성동구 금호로 84
카페,BELOW SEONGSOO,성동구,37.54723876,127.0424051,서울특별시 성동구 서울숲4길 16-10,0507-1327-9148,카페,실내, ,목줄,카페카페성동구실내목줄성수1가2동성수1가2동,성수1가2동,대한민국 서울특별시 성동구 성수1가2동 668-87
카페,파인와플,성동구,37.54729914,127.0426246,서울특별시 성동구 서울숲4길 16-1,02-6015-1616,카페,실내, ,목줄,카페카페성동구실내목줄서울숲4길서울숲4길,서울숲4길,대한민국 서울특별시 성동구 서울숲4길 16-1
카페,어라운드데이,성동구,37.54686967,127.0412711,서울특별시 성동구 서울숲2길 24-1,010-9116-3695,카페,실내, ,목줄,카페카페성동구실내목줄성수1가2동성수1가2동,성수1가2동,대한민국 서울특별시 성동구 성수1가2동 685-483
카페,업사이드커피 뚝섬점,성동구,37.54877104,127.0459158,서울특별시 성동구 왕십리로14길 19-1,070-8802-7579,카페,실내, ,목줄,카페카페성동구실내목줄왕십리로14길왕십리로14길,왕십리로14길,대한민국 서울특별시 성동구 왕십리로14길 19-1
카페,JOFREE CAKE,성동구,37.53854178,127.0482712,서울특별시 성동구 성덕정길 42,010-8938-6925,베이커리,실내, ,목줄,카페베이커리성동구실내목줄성덕정길성덕정길,성덕정길,대한민국 서울특별시 성동구 성덕정길 42
카페,&meal,성동구,37.54423479,127.0513634,서울특별시 성동구 연무장3길 5-1,070-8888-0919,브런치,실내,매일 11:00 - 20:00   19:00 라스트오더,목줄,카페브런치성동구실내목줄성수2가3동성수2가3동,성수2가3동,대한민국 서울특별시 성동구 성수2가3동 301-18
카페,인더매스 마장,성동구,37.56554401,127.0399679,서울특별시 성동구 마장로 270,02-6084-8996,카페,실내, ,목줄,카페카페성동구실내목줄마장동마장동,마장동,대한민국 서울특별시 성동구 마장동 마장로 270
카페,밀버슈,성동구,37.5622717,127.0309094,서울특별시 성동구 무학봉21길 9,010-4530-5960,베이커리,실내, ,목줄,카페베이커리성동구실내목줄하왕십리동하왕십리동,하왕십리동,대한민국 서울특별시 성동구 하왕십리동 973-5
카페,cafe lazes,성동구,37.5665905,127.0240825,서울특별시 성동구 왕십리로 410,010-2421-4658,카페,실내, ,안기,카페카페성동구실내안기상왕십리동상왕십리동,상왕십리동,대한민국 서울특별시 성동구 상왕십리동 난계로 160
카페,커먼센스커피,성동구,37.5665905,127.0240825,서울특별시 성동구 왕십리로 410,010-8815-8412,카페,실내, ,목줄,카페카페성동구실내목줄상왕십리동상왕십리동,상왕십리동,대한민국 서울특별시 성동구 상왕십리동 난계로 160
카페,두번째마카롱,성동구,37.56324578,127.0305139,서울특별시 성동구 무학봉15길 24,010-4338-4817,베이커리,실내, ,목줄,카페베이커리성동구실내목줄무학봉15길무학봉15길,무학봉15길,대한민국 서울특별시 성동구 무학봉15길 24
카페,로쿠커피,광진구,37.55405957,127.0734837,서울특별시 광진구 군자로15길 14,010-8475-3737,카페,실내, ,목줄,카페카페광진구실내목줄군자로15길군자로15길,군자로15길,대한민국 서울특별시 광진구 군자로15길 14
카페,서울230,광진구,37.54437207,127.0718174,서울특별시 광진구 군자로2길 4,010-9931-9045,카페,실내, ,목줄,카페카페광진구실내목줄군자로2길군자로2길,군자로2길,대한민국 서울특별시 광진구 군자로2길 4
카페,Mau,광진구,37.5450151,127.0688137,서울특별시 광진구 능동로13길 77,010-9850-7499,카페,실내, ,목줄,카페카페광진구실내목줄화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 33-30
카페,인서트카페,광진구,37.54567909,127.0691861,서울특별시 광진구 군자로7길 25,010-3129-1067,카페,실내, ,목줄,카페카페광진구실내목줄화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 16-54
카페,모지니,광진구,37.54510669,127.0696439,서울특별시 광진구 군자로5길 22,010-6690-9015,카페,실내, ,"캐리어,안기",카페카페광진구실내캐리어 안기화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 16-20
카페,카페롱,광진구,37.54787123,127.0699437,서울특별시 광진구 광나루로 360,02-466-4255,카페,실내, ,목줄,카페카페광진구실내목줄화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 18-6
카페,키랩보드게임카페 건대본점,광진구,37.54250819,127.0707314,서울특별시 광진구 아차산로33길 49,070-8098-7300,카페,실내, ,캐리어,카페카페광진구실내캐리어화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 11-7
카페,카페 26,광진구,37.54686686,127.0716461,서울특별시 광진구 능동로17길 34,070-8672-3050,카페,"실내,루프탑", ,목줄,카페카페광진구실내 루프탑목줄화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 110-40
카페,에스페란자로스터즈,서대문구,37.57749834,126.9287152,서울특별시 서대문구 증가로4길 58-15,070-8837-1105,카페,"실내,실외","매일 11:00 - 18:00, 월요일 휴무, 대관문의환영",목줄,카페카페서대문구실내 실외목줄홍은동홍은동,홍은동,대한민국 서울특별시 서대문구 홍은동 405-36
카페,카페704호,광진구,37.53863773,127.0774064,서울특별시 광진구 아차산로41길 44,010-4424-3860,카페,실내, ,목줄,카페카페광진구실내목줄아차산로41길아차산로41길,아차산로41길,대한민국 서울특별시 광진구 아차산로41길 44
카페,케이크라움,광진구,37.54646346,127.0755816,서울특별시 광진구 광나루로 416,010-2206-8140,베이커리,실내, ,목줄,카페베이커리광진구실내목줄화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 199-1
카페,Six Degrees Coffee,광진구,37.53464072,127.0623051,서울특별시 광진구 동일로2길 38,02-6954-0161,카페,실내, ,안기,카페카페광진구실내안기자양동자양동,자양동,대한민국 서울특별시 광진구 자양동 57-160
카페,브링미커피 자양점,광진구,37.53138727,127.0749226,서울특별시 광진구 자양번영로 19,070-7633-2870,카페,실내, ,캐리어,카페카페광진구실내캐리어자양동자양동,자양동,대한민국 서울특별시 광진구 자양동 584-5
카페,리버커피,광진구,37.55107291,127.1106155,서울특별시 광진구 아차산로78길 90,02-730-4143,카페,실외, ,목줄,카페카페광진구실외목줄광장동광장동,광장동,대한민국 서울특별시 광진구 광장동 아차산로78길 90
카페,카페드노보,광진구,37.54814428,127.1091023,서울특별시 광진구 아차산로78길 157,010-7133-1537,브런치,실외, ,목줄,카페브런치광진구실외목줄광장동광장동,광장동,대한민국 서울특별시 광진구 광장동 187-14
카페,37.5 광진직영점,광진구,37.54720014,127.1076063,서울특별시 광진구 아차산로76가길 5,02-453-3705,브런치,실외, ,목줄,카페브런치광진구실외목줄광장동광장동,광장동,대한민국 서울특별시 광진구 광장동 322-6
카페,오늘도내일도,광진구,37.53787688,127.0874032,서울특별시 광진구 아차산로 403-6,02-455-9511,카페,실내, ,목줄,카페카페광진구실내목줄구의1동구의1동,구의1동,대한민국 서울특별시 광진구 구의1동 243-17
카페,메이로즈마카롱,광진구,37.54960143,127.0900101,서울특별시 광진구 자양로 261,010-8188-2121,카페,실내, ,목줄,카페카페광진구실내목줄자양로자양로,자양로,대한민국 서울특별시 광진구 자양로 261
카페,천계월,광진구,37.54886197,127.0910762,서울특별시 광진구 자양로42길 20,010-5752-3394,카페,실내, ,목줄,카페카페광진구실내목줄구의동구의동,구의동,대한민국 서울특별시 광진구 구의동 자양로42길 20
카페,펠어커피 구의점,광진구,37.54124621,127.0908106,서울특별시 광진구 아차산로59길 63,070-7702-0053,카페,실내, ,목줄,카페카페광진구실내목줄1층1층,1층,대한민국 서울특별시 광진구 1층 펠어커피
카페,92도,광진구,37.55551544,127.0792661,서울특별시 광진구 천호대로110길 40,02-2201-2292,카페,테라스, ,목줄,카페카페광진구테라스목줄능동능동,능동,대한민국 서울특별시 광진구 능동 221-13
카페,커피에반하다 중곡제일점,광진구,37.5640685,127.0800898,서울특별시 광진구 면목로 117,070-7732-3659,카페,실내, ,목줄,카페카페광진구실내목줄중곡동중곡동,중곡동,대한민국 서울특별시 광진구 중곡동 231-7
카페,델리롱,광진구,37.5621182,127.0868459,서울특별시 광진구 능동로48길 77,010-9203-4628,카페,실내, ,"안기,매너벨트",카페카페광진구실내안기 매너벨트능동로48길능동로48길,능동로48길,대한민국 서울특별시 광진구 능동로48길 77
카페,번트시에나,광진구,37.56151098,127.0759309,서울특별시 광진구 동일로66길 14,02-6368-9095,카페,실내, ,안기,카페카페광진구실내안기중곡동중곡동,중곡동,대한민국 서울특별시 광진구 중곡동 615-1
카페,카페 알틴,광진구,37.56643707,127.0848183,서울특별시 광진구 능동로 420-1,02-468-4201,카페,실내, ,목줄,카페카페광진구실내목줄중곡3동중곡3동,중곡3동,대한민국 서울특별시 광진구 중곡3동 29-71
카페,카페반창고,동대문구,37.5925719,127.0516652,서울특별시 동대문구 경희대로1가길 18,02-969-4254,카페,실내, ,목줄,카페카페동대문구실내목줄회기동회기동,회기동,대한민국 서울특별시 동대문구 회기동 경희대로1가길 18
카페,카페 브레멘,동대문구,37.5867461,127.0520262,서울특별시 동대문구 왕산로 293,010-7375-8182,카페,실내, ,목줄,카페카페동대문구실내목줄청량리동청량리동,청량리동,대한민국 서울특별시 동대문구 청량리동 18-4
카페,비바라비다,동대문구,37.56371275,127.0645654,서울특별시 동대문구 천호대로81길 32,010-2093-1980,카페,실내, ,안기,카페카페동대문구실내안기장안동장안동,장안동,대한민국 서울특별시 동대문구 장안동 423-13
카페,바르다펫 장안점,동대문구,37.58085702,127.0706144,서울특별시 동대문구 사가정로25길 41,070-7799-8956,카페,실내, ,목줄,카페카페동대문구실내목줄장안동장안동,장안동,대한민국 서울특별시 동대문구 장안동 94-30
카페,톤톤,동대문구,37.57324734,127.067955,서울특별시 동대문구 답십리로63길 11,010-7749-3343,카페,테라스, ,목줄,카페카페동대문구테라스목줄장안동장안동,장안동,대한민국 서울특별시 동대문구 장안동 140-2
카페,올데이 베이커리,동대문구,37.56339564,127.0697226,서울특별시 동대문구 천호대로91길 42,02-3394-5370,베이커리,실내, ,안기,카페베이커리동대문구실내안기장안동장안동,장안동,대한민국 서울특별시 동대문구 장안동 천호대로91길 42
카페,이야기Café,동대문구,37.57247402,127.056118,서울특별시 동대문구 전농로3길 106,010-9733-5799,카페,실내, ,목줄,카페카페동대문구실내목줄답십리1동답십리1동,답십리1동,대한민국 서울특별시 동대문구 답십리1동 246-11
카페,호매호,동대문구,37.57301228,127.0595906,서울특별시 동대문구 답십리로 173-1,02-3390-2113,카페,실내, ,목줄,카페카페동대문구실내목줄답십리2동답십리2동,답십리2동,대한민국 서울특별시 동대문구 답십리2동 64-40
카페,문인커피,동대문구,37.57237579,127.0493106,서울특별시 동대문구 서울시립대로2길 68,070-4210-0061,카페,실내, ,목줄,카페카페동대문구실내목줄답십리1동답십리1동,답십리1동,대한민국 서울특별시 동대문구 답십리1동 468-23
카페,프리카페,동대문구,37.56937507,127.0575582,서울특별시 동대문구 답십리로48길 76,070-8824-1004,카페,실내, ,목줄,카페카페동대문구실내목줄답십리동답십리동,답십리동,대한민국 서울특별시 동대문구 답십리동 35-8
카페,너디블루,동대문구,37.58542701,127.0529291,서울특별시 동대문구 전농로36길 9,010-4402-1310,카페,실내, ,목줄,카페카페동대문구실내목줄전농로36길전농로36길,전농로36길,대한민국 서울특별시 동대문구 전농로36길 9
카페,우더스커피바,동대문구,37.57375723,127.0414894,서울특별시 동대문구 천호대로37길 11,010-8930-2831,카페,실내, ,목줄,카페카페동대문구실내목줄용신동용신동,용신동,대한민국 서울특별시 동대문구 용신동 39-895
카페,카페림,동대문구,37.57449423,127.037486,서울특별시 동대문구 천호대로27길 8-2,02-968-1497,카페,실내, ,목줄,카페카페동대문구실내목줄천호대로27길천호대로27길,천호대로27길,대한민국 서울특별시 동대문구 천호대로27길 8-2
카페,숲속카페,중랑구,37.60304881,127.0953448,서울특별시 중랑구 신내로7가길 10-14,010-2606-7265,카페,실내, ,목줄,카페카페중랑구실내목줄신내동신내동,신내동,대한민국 서울특별시 중랑구 신내동 537-17
카페,커파코너,중랑구,37.5994226,127.102435,서울특별시 중랑구 망우로72길 16,02-6448-2369,카페,실내, ,캐리어,카페카페중랑구실내캐리어망우로72길망우로72길,망우로72길,대한민국 서울특별시 중랑구 망우로72길 16
카페,카페다온,중랑구,37.5919203,127.0984265,서울특별시 중랑구 용마산로 458,010-4560-7789,카페,실내, ,목줄,카페카페중랑구실내목줄망우동망우동,망우동,대한민국 서울특별시 중랑구 망우동 444-26
카페,달달행행복행,중랑구,37.61801505,127.0828101,서울특별시 중랑구 공릉로12가길 63,02-977-0909,베이커리,실내, ,목줄,카페베이커리중랑구실내목줄묵동묵동,묵동,대한민국 서울특별시 중랑구 묵동 154-1
카페,커피앤바복길이,중랑구,37.59915345,127.0751617,서울특별시 중랑구 봉화산로4길 62,070-7590-8528,카페,실내, ,안기,카페카페중랑구실내안기중화동중화동,중화동,대한민국 서울특별시 중랑구 중화동 327-1
카페,슈가버터,중랑구,37.59936596,127.0951868,서울특별시 중랑구 송림길 5,02-6212-1119,카페,실내, ,목줄,카페카페중랑구실내목줄송림길송림길,송림길,대한민국 서울특별시 중랑구 송림길 5
카페,소년커피,중랑구,37.59491281,127.0864075,서울특별시 중랑구 면목로92길 7,010-9342-0085,카페,실내, ,안기,카페카페중랑구실내안기상봉동상봉동,상봉동,대한민국 서울특별시 중랑구 상봉동 102-79
카페,빈스로드,중랑구,37.60295637,127.0865696,서울특별시 중랑구 봉화산로 111,010-7672-7072,카페,실외, ,목줄,카페카페중랑구실외목줄봉화산로봉화산로,봉화산로,대한민국 서울특별시 중랑구 봉화산로 111
카페,이디야커피 동원사거리점,중랑구,37.58963661,127.09417,서울특별시 중랑구 겸재로 240,02-432-6717,카페,테라스, ,목줄,카페카페중랑구테라스목줄면목3.8동면목3.8동,면목3.8동,대한민국 서울특별시 중랑구 면목3.8동 23-13
카페,카페1호기,강북구,37.61055801,127.0324609,서울특별시 강북구 월계로7길 5,070-8844-1338,카페,실내,영업시간 매일 11:00 - 22:00,"목줄,매너벨트",카페카페강북구실내목줄 매너벨트월계로7길월계로7길,월계로7길,대한민국 서울특별시 강북구 월계로7길 5
카페,루앤비카페,강북구,37.64020435,127.033127,서울특별시 강북구 도봉로102길 70,010-3803-6218,카페,테라스,매일11:00~22:00 (동절기),목줄,카페카페강북구테라스목줄도봉로102길도봉로102길,도봉로102길,대한민국 서울특별시 강북구 도봉로102길 70
카페,닭봉씨 창동점,도봉구,37.63716092,127.0387185,서울특별시 도봉구 덕릉로60가길 59,02-900-7004,카페,실내, ,목줄,카페카페도봉구실내목줄덕릉로60가길덕릉로60가길,덕릉로60가길,대한민국 서울특별시 도봉구 덕릉로60가길 59
카페,호일카페,중랑구,37.58749495,127.097166,서울특별시 중랑구 용마산로90길 22,070-7773-9022,카페,실내, ,목줄,카페카페중랑구실내목줄면목동면목동,면목동,대한민국 서울특별시 중랑구 면목동 52-14
카페,셀렉토커피 돌곶이역스타점,성북구,37.6104055,127.0569062,서울특별시 성북구 화랑로 248,010-2474-4292,카페,실내, ,안기,카페카페성북구실내안기석관동석관동,석관동,대한민국 서울특별시 성북구 석관동 349-1
카페,카페연,성북구,37.609021,127.0510871,서울특별시 성북구 화랑로19길 70-14,010-6666-5683,카페,실내, ,목줄,카페카페성북구실내목줄상월곡동상월곡동,상월곡동,대한민국 서울특별시 성북구 상월곡동 7-164
카페,메이븐커피,성북구,37.59403931,127.0351039,서울특별시 성북구 북악산로31길 34,02-923-4197,카페,실내, ,목줄,카페카페성북구실내목줄종암동종암동,종암동,대한민국 서울특별시 성북구 종암동 북악산로31길 34
카페,카페 오드마인드,성북구,37.60158486,127.0426801,서울특별시 성북구 월곡로18나길 1,070-8868-3582,카페,실내, ,목줄,카페카페성북구실내목줄월곡로18나길월곡로18나길,월곡로18나길,대한민국 서울특별시 성북구 월곡로18나길 1
카페,카페그냥그냥,성북구,37.6006488,127.0111509,서울특별시 성북구 아리랑로5길 151,02-943-1579,카페,실외, ,목줄,카페카페성북구실외목줄정릉2동정릉2동,정릉2동,대한민국 서울특별시 성북구 정릉2동 549-1
카페,오감공간,성북구,37.60171725,127.0167973,서울특별시 성북구 정릉로38다길 34,010-5015-6698,카페,실내, ,목줄,카페카페성북구실내목줄정릉1동정릉1동,정릉1동,대한민국 서울특별시 성북구 정릉1동 16-290
카페,감구당,성북구,37.61073414,127.0088627,서울특별시 성북구 보국문로 71,010-9016-1290,카페,실내, ,목줄,카페카페성북구실내목줄보국문로보국문로,보국문로,대한민국 서울특별시 성북구 보국문로 71
카페,KINFOLKS COFFEE,성북구,37.61182945,127.0078458,서울특별시 성북구 보국문로 87-22,02-943-7920,카페,"실내,테라스", ,"목줄,캐리어",카페카페성북구실내 테라스목줄 캐리어정릉동정릉동,정릉동,대한민국 서울특별시 성북구 정릉동 보국문로 87-22
카페,팬도로시 고려대점,성북구,37.58870342,127.0316983,서울특별시 성북구 안암로 145,02-923-5999,카페,테라스, ,목줄,카페카페성북구테라스목줄안암로안암로,안암로,대한민국 서울특별시 성북구 안암로 145
카페,데클렌 커피,성북구,37.58072045,127.0236052,서울특별시 성북구 보문로14길 25,02-922-6247,카페,실내, ,목줄,카페카페성북구실내목줄안암동4가안암동4가,안암동4가,대한민국 서울특별시 성북구 안암동4가 14
카페,스틸커피,성북구,37.58488107,127.0216545,서울특별시 성북구 고려대로8길 23,010-5099-7018,카페,실내, ,목줄,카페카페성북구실내목줄안암동안암동,안암동,대한민국 서울특별시 성북구 안암동 1
카페,히든폼,성북구,37.58270041,127.0225142,서울특별시 성북구 고려대로8길 73,010-4296-0042,카페,실내, ,목줄,카페카페성북구실내목줄안암동안암동,안암동,대한민국 서울특별시 성북구 안암동 103
카페,스스쿠,성북구,37.58887179,127.0203634,서울특별시 성북구 고려대로11길 65,070-8833-3167,베이커리,실내, ,목줄,카페베이커리성북구실내목줄안암동1가안암동1가,안암동1가,대한민국 서울특별시 성북구 안암동1가 43
카페,레인커피,성북구,37.58869474,127.0193226,서울특별시 성북구 고려대로7길 70,02-6368-1109,카페,"실내,실외", ,목줄,카페카페성북구실내 실외목줄안암동1가안암동1가,안암동1가,대한민국 서울특별시 성북구 안암동1가 4-7
