p_name,p_type,menu,,openhours,entryoption,tel_no,guname,address,road_address,lat,long,cate_mix
찰미당,음식점,퓨전,테라스, ,목줄,02-529-3859,강남구,서울특별시 강남구 논현로24길 11,서울특별시 강남구 논현로24길 11,37.4816663547086,127.044024752651,음식점퓨전강남구테라스목줄
모터시티바이매니멀 역삼점,음식점,피자,실내, ,캐리어,02-2051-8877,강남구,서울특별시 강남구 테헤란로 142,서울특별시 강남구 테헤란로 142,37.4997440471512,127.034954751198,음식점피자강남구실내캐리어
역삼동 쏭타이,음식점,퓨전,실내, ,"목줄,입마개",02-554-0342,강남구,서울특별시 강남구 테헤란로39길 51 옥산빌딩 1층 102호,서울특별시 강남구 테헤란로39길 51,37.5056843062253,127.040272004532,"음식점퓨전강남구실내목줄,입마개"
모터시티바이매니멀 강남점,음식점,피자,실내, ,캐리어,02-2052-3003,강남구,서울특별시 강남구 강남대로98길 12-3 2층,서울특별시 강남구 강남대로98길 12-3,37.5005572808887,127.02789591085,음식점피자강남구실내캐리어
그릴1492 삼성1호점,음식점,한식,실내, ,목줄,02-555-1492,강남구,서울특별시 강남구 삼성로91길 36 1층,서울특별시 강남구 삼성로91길 36,37.5065769707411,127.053360022611,음식점한식강남구실내목줄
하드워커,음식점,피자,실내, ,목줄,070-4248-7700,강남구,"서울특별시 강남구 삼성로100길 23-30 1, 2층",서울특별시 강남구 삼성로100길 23-30,37.5110992330888,127.056962059672,음식점피자강남구실내목줄
식물원282,음식점,퓨전,실내, ,목줄,02-525-7234,강남구,서울특별시 강남구 테헤란로83길 44-1,서울특별시 강남구 테헤란로83길 44-1,37.5104410918811,127.056873902879,음식점퓨전강남구실내목줄
조인바이트,음식점,양식,실내, ,"목줄,매너벨트",02-3444-3611,강남구,서울특별시 강남구 선릉로112길 13,서울특별시 강남구 선릉로112길 13,37.511528195295,127.04461211913,"음식점양식강남구실내목줄,매너벨트"
엘레나영,음식점,양식,실내, ,목줄,02-511-7433,강남구,서울특별시 강남구 도산대로99길 47,서울특별시 강남구 도산대로99길 47,37.5266513366818,127.049406062989,음식점양식강남구실내목줄
누앙스,음식점,퓨전,실내, ,목줄,02-514-8077,강남구,서울특별시 강남구 압구정로72길 7,서울특별시 강남구 압구정로72길 7,37.5260613876611,127.045293210656,음식점퓨전강남구실내목줄
루카511,음식점,양식,테라스, ,목줄,02-540-6640,강남구,서울특별시 강남구 도산대로81길 40 LUKA빌딩,서울특별시 강남구 도산대로81길 40,37.527016821141,127.046881347002,음식점양식강남구테라스목줄
윌로뜨,음식점,양식,실내, ,목줄,02-722-0689,강남구,서울특별시 강남구 선릉로148길 48 3층 윌로뜨 hulotte,서울특별시 강남구 선릉로148길 48,37.5227679418531,127.043405669306,음식점양식강남구실내목줄
알로하포케 학동점,음식점,퓨전,실내, ,목줄,02-511-9183,강남구,서울특별시 강남구 논현로 705,서울특별시 강남구 논현로 705,37.5148984268352,127.029976515577,음식점퓨전강남구실내목줄
장생건강원,음식점,퓨전,실내, ,목줄,070-7543-1077,강남구,서울특별시 강남구 강남대로124길 23,서울특별시 강남구 강남대로124길 23,37.5093751803268,127.024509019899,음식점퓨전강남구실내목줄
로얄라운지다이닝,음식점,양식,테라스, ,목줄,02-514-1247,강남구,서울특별시 강남구 논현로 709,서울특별시 강남구 논현로 709,37.5152907715759,127.029788000546,음식점양식강남구테라스목줄
후문포차,음식점,퓨전,실내,매일 18:00 - 24:00   명절당일 휴무,목줄,02-3445-0701,강남구,서울특별시 강남구 강남대로120길 28,서울특별시 강남구 강남대로120길 28,37.5073845806985,127.025823165393,음식점퓨전강남구실내목줄
달링키친,음식점,양식,테라스, ,목줄,02-540-3460,강남구,서울특별시 강남구 언주로126길 25,서울특별시 강남구 언주로126길 25,37.5140121138046,127.037528226915,음식점양식강남구테라스목줄
마사 타코,음식점,퓨전,실내, ,목줄,02-545-6915,강남구,서울특별시 강남구 압구정로10길 30-8,서울특별시 강남구 압구정로10길 30-8,37.5219986941728,127.021740621505,음식점퓨전강남구실내목줄
스페인클럽 가로수본점,음식점,퓨전,테라스, ,목줄,02-515-1118,강남구,서울특별시 강남구 압구정로10길 26,서울특별시 강남구 압구정로10길 26,37.5218924440094,127.021859482585,음식점퓨전강남구테라스목줄
보물선,음식점,한식,실내, ,목줄,02-511-9093,강남구,서울특별시 강남구 강남대로152길 20 포토피아,서울특별시 강남구 강남대로152길 20,37.5173922520879,127.021098483702,음식점한식강남구실내목줄
동남방앗간,음식점,퓨전,테라스, ,목줄,0507-1454-1229,강남구,서울특별시 강남구 언주로154길 16 B1,서울특별시 강남구 언주로154길 16,37.5232844070518,127.034648302789,음식점퓨전강남구테라스목줄
까폼,음식점,퓨전,실내, ,캐리어,02-6081-7318,강남구,서울특별시 강남구 선릉로153길 18 지하 1층,서울특별시 강남구 선릉로153길 18,37.5248762621515,127.037988213227,음식점퓨전강남구실내캐리어
미드나잇몰트펍,음식점,퓨전,실내, ,목줄,070-4647-4727,강남구,서울특별시 강남구 선릉로157길 27-3 금봉빌딩 1층 103호,서울특별시 강남구 선릉로157길 27-3,37.5260459183673,127.037502012583,음식점퓨전강남구실내목줄
Ginos NY Pizza 압구정점,음식점,피자,실내, ,목줄,02-3444-2234,강남구,서울특별시 강남구 선릉로155길 15,서울특별시 강남구 선릉로155길 15,37.5253738583777,127.038351492993,음식점피자강남구실내목줄
긴자카레,음식점,퓨전,실내,매일 11:30 - 24:00 (브레이크타임 14:30~16:30) / 공휴일 16:30 - 24:00 / 매주 일요일 휴무,목줄,02-3452-0988,강남구,서울특별시 강남구 역삼로 406,서울특별시 강남구 역삼로 406,37.5006107262726,127.051662924506,음식점퓨전강남구실내목줄
브롱스 선릉점,음식점,양식,실내, ,목줄,02-501-6149,강남구,서울특별시 강남구 선릉로82길 23,서울특별시 강남구 선릉로82길 23,37.5030130568675,127.051916440449,음식점양식강남구실내목줄
칠랑고,음식점,양식,테라스, ,목줄,010-3303-4511,강남구,서울특별시 강남구 역삼로67길 19,서울특별시 강남구 역삼로67길 19,37.5026105921601,127.052697638181,음식점양식강남구테라스목줄
정겨운오뎅집 여의도점,음식점,퓨전,실내, ,목줄,-,영등포구,서울특별시 영등포구 여의대방로67길 22,서울특별시 영등포구 여의대방로67길 22,37.5207013372117,126.929997650238,음식점퓨전영등포구실내목줄
뚜띠쿠치나 공덕점,음식점,양식,테라스, ,목줄,02-717-3356,마포구,서울특별시 마포구 마포대로12길 58 1~2층,서울특별시 마포구 마포대로12길 58,37.5463248380953,126.954339889999,음식점양식마포구테라스목줄
술꼬마,음식점,퓨전,실내, ,목줄,070-8861-6517,용산구,서울특별시 용산구 녹사평대로40길 59-1,서울특별시 용산구 녹사평대로40길 59-1,37.5344770924284,126.989181846842,음식점퓨전용산구실내목줄
Southside Parlor,음식점,양식,실내, ,목줄,02-749-9522,용산구,서울특별시 용산구 녹사평대로 218 4층,서울특별시 용산구 녹사평대로 218,37.5371226680306,126.987065867141,음식점양식용산구실내목줄
피자컴퍼니 이태원,음식점,피자,실내, ,캐리어,02-790-3419,용산구,서울특별시 용산구 녹사평대로32길 3 2층,서울특별시 용산구 녹사평대로32길 3,37.533675727098,126.989018022082,음식점피자용산구실내캐리어
팬케이크샵,음식점,양식,실내, ,목줄,02-6407-3770,용산구,서울특별시 용산구 녹사평대로40다길 2 그린빌라트 3층 오른쪽 매장,서울특별시 용산구 녹사평대로40다길 2,37.5349594195156,126.98845574245,음식점양식용산구실내목줄
MOTHER OFFLINE,음식점,양식,실내, ,목줄,010-4658-0788,용산구,서울특별시 용산구 이태원로55나길 6,서울특별시 용산구 이태원로55나길 6,37.5366661151313,126.99909563226,음식점양식용산구실내목줄
몽크스부처,음식점,양식,"실내,실외", ,목줄,02-790-1108,용산구,서울특별시 용산구 이태원로 228-1 3~4층,서울특별시 용산구 이태원로 228-1,37.5354565227693,126.999230852921,"음식점양식용산구실내,실외목줄"
메종 앙티브,음식점,양식,실내, ,목줄,02-790-3325,용산구,서울특별시 용산구 한남대로27가길 15,서울특별시 용산구 한남대로27가길 15,37.5373857118299,127.002909211408,음식점양식용산구실내목줄
브루독 이태원,음식점,양식,실내, ,목줄,02-797-1240,용산구,서울특별시 용산구 이태원로27나길 40 B104호,서울특별시 용산구 이태원로27나길 40,37.5349413830509,126.996922527709,음식점양식용산구실내목줄
어글리소사이어티,음식점,양식,실내, ,목줄,010-4937-0892,용산구,서울특별시 용산구 보광로59길 40 6층,서울특별시 용산구 보광로59길 40,37.5339605801667,126.991813465214,음식점양식용산구실내목줄
HOMER PIZZA,음식점,피자,실내, ,목줄,02-793-3825,용산구,서울특별시 용산구 이태원로42길 19,서울특별시 용산구 이태원로42길 19,37.5358135016149,126.999826777024,음식점피자용산구실내목줄
더구룸,음식점,양식,실내, ,목줄,02-792-3113,용산구,서울특별시 용산구 이태원로 208 4층,서울특별시 용산구 이태원로 208,37.5345405311963,126.997056164597,음식점양식용산구실내목줄
브라이리퍼블릭푸드,음식점,양식,실내, ,목줄,070-8879-1967,용산구,서울특별시 용산구 이태원로14길 19,서울특별시 용산구 이태원로14길 19,37.5335466747814,126.99078664949,음식점양식용산구실내목줄
더테이블키친,음식점,양식,실내, ,목줄,02-6011-1117,용산구,서울특별시 용산구 이태원로54길 58-7,서울특별시 용산구 이태원로54길 58-7,37.5356663658844,127.000760663474,음식점양식용산구실내목줄
뷰티그로서리,음식점,양식,"실외,테라스","매일 10:30 - 19:00 / OPEN 10:30 (Bread&Drink) / 11:30 LUNCH / Last Order 18:00 , 일요일 휴무",목줄,02-546-7618,강남구,서울특별시 강남구 압구정로46길 77,서울특별시 강남구 압구정로46길 77,37.5236688536685,127.03677116432,"음식점양식강남구실외,테라스목줄"
봉심식당,음식점,양식,"실내,테라스","OPEN 17:00 - CLOSE 03:00 , 월요일 휴무",목줄,070-8844-5772,종로구,서울특별시 종로구 대학로11길 38-23 지하1층,서울특별시 종로구 대학로11길 38-23,37.5825877728003,127.000430894124,"음식점양식종로구실내,테라스목줄"
웨이브스,음식점,양식,실내,12:00 - 24:00,목줄,070-7681-0101,영등포구,서울특별시 영등포구 도림로 434-11,서울특별시 영등포구 도림로 434-11,37.5148578513902,126.895043016478,음식점양식영등포구실내목줄
초원가든,음식점,한식,"실내,실외", ,안기,02-993-3702,강북구,서울특별시 강북구 삼양로181길 251,서울특별시 강북구 삼양로181길 251,37.6737765123069,127.005008268249,"음식점한식강북구실내,실외안기"
CAMPxGRILL,음식점,한식,실내,17:00 - 24:00,목줄,02-6677-0043,중랑구,서울특별시 중랑구 동일로 929,서울특별시 중랑구 동일로 929,37.6133347197629,127.076760276991,음식점한식중랑구실내목줄
인디언소울,음식점,한식,실외,11:00 - 23:00,목줄,02-956-7448,도봉구,서울특별시 도봉구 도봉산길 12-15,서울특별시 도봉구 도봉산길 12-15,37.6881356972293,127.043961259612,음식점한식도봉구실외목줄
다 피타 시그니처,음식점,양식,실내,11:30 - 22:00 Last order 21:10,안기,02-537-1007,서초구,서울특별시 서초구 서초대로 3-4 1층 101-2호,서울특별시 서초구 서초대로 3-4,37.4860317945544,126.983083699338,음식점양식서초구실내안기
홍대씨부엉,음식점,분식,실내,11:00 - 24:00,목줄,02-336-5253,마포구,서울특별시 마포구 와우산로21길 28-6,서울특별시 마포구 와우산로21길 28-6,37.5525831557199,126.922376917358,음식점분식마포구실내목줄
버거드조선,음식점,햄버거,"실내,실외",11:30 - 22:00 ( Break Time 15:00 ~ 17:00 ),목줄,02-723-1016,종로구,서울특별시 종로구 사직로10길 7,서울특별시 종로구 사직로10길 7,37.5755931875674,126.970510626265,"음식점햄버거종로구실내,실외목줄"
양송이식당,음식점,한식,실내,"화-금요일 11:30 - 20:00 (브레이크타임 2:30 ~ 5:00) / 일요일 12:00 - 14:30 (일요일은 런치만 운영) , 월요일 휴무","캐리어,안기",010-9189-2005,마포구,서울특별시 마포구 토정로17안길 9 (신수동 404-2 1층 좌측),서울특별시 마포구 토정로17안길 9,37.5446267566453,126.936143924472,"음식점한식마포구실내캐리어,안기"
포크댄스,음식점,한식,실내,"매일 18:00 - 02:00 , 일요일 휴무","목줄,캐리어",02-2038-7200,강남구,서울특별시 강남구 강남대로118길 31 (논현동 182-19) B1,서울특별시 강남구 강남대로118길 31,37.5071035980329,127.025635887553,"음식점한식강남구실내목줄,캐리어"
초가집 (한정식),음식점,한식,"실내,실외",12:00~08:00 (예약제 운영),"목줄,캐리어",02-993-3758,강북구,서울특별시 강북구 삼양로173길 116-28,서울특별시 강북구 삼양로173길 116-28,37.6624701448466,127.006160472006,"음식점한식강북구실내,실외목줄,캐리어"
엘더버거,음식점,햄버거,테라스,"매일 11:30 - 20:30 , 월요일 휴무",목줄,02-462-5612,성동구,서울특별시 성동구 서울숲2길 40-7,서울특별시 성동구 서울숲2길 40-7,37.5463309801571,127.042978797816,음식점햄버거성동구테라스목줄
무대륙,음식점,퓨전,실내,매일 11:00 - 01:00 BAR (KITCHEN 11am-11:30pm ),목줄,02-332-8333,마포구,서울특별시 마포구 토정로5길 12,서울특별시 마포구 토정로5길 12,37.5460474891746,126.918361906445,음식점퓨전마포구실내목줄
빈티지1981,음식점,피자,실내,"평일 17:00 - 23:00, 주말 12:00 - 15:30",목줄,010-8221-9819,송파구,서울특별시 송파구 석촌호수로 194,서울특별시 송파구 석촌호수로 194,37.5062425402419,127.098577221469,음식점피자송파구실내목줄
더피자보이즈,음식점,피자,실내,"평일 15:00 - 23:00, 토요일,일요일13:00 - 22:00",캐리어,0507-1418-0801,마포구,서울특별시 마포구 와우산로29마길 24-1,서울특별시 마포구 와우산로29마길 24-1,37.555298337451,126.926066373784,음식점피자마포구실내캐리어
희게,음식점,양식,실내,"수~토요일 11:30 - 22:00, 일요일 11;30 - 16:00. 월,화 휴무",목줄,010-8387-4111,서대문구,서울특별시 서대문구 증가로 1,서울특별시 서대문구 증가로 1,37.5686546996,126.931892138111,음식점양식서대문구실내목줄
라운지앤,음식점,분식,실내,"매일 11:30 - 21:00, 월요일 정기휴무",목줄,02-497-4647,광진구,서울특별시 광진구 능동로35길 28-1,서울특별시 광진구 능동로35길 28-1,37.5571966991422,127.077507788377,음식점분식광진구실내목줄
땡초우동IN포차홍대점,음식점,퓨전,실내, ,목줄,02-336-5159,마포구,서울특별시 마포구 어울마당로 151,서울특별시 마포구 어울마당로 151,37.5567800097903,126.926615508,음식점퓨전마포구실내목줄
문어랑 상록점,음식점,한식,"실내,실외","평일 16:00 - 04:00, 주말 17:00 - 02:00(일요일 격주 휴무)",목줄,02-508-7701,강남구,서울특별시 강남구 봉은사로44길 64,서울특별시 강남구 봉은사로44길 64,37.5054354657939,127.042536428357,"음식점한식강남구실내,실외목줄"
팔레드신,음식점,중식,실내,매일 11:30 - 22:00,없음,02-317-4001,중구,서울특별시 중구 퇴계로 67,서울특별시 중구 퇴계로 67,37.5597323437561,126.979523390315,음식점중식중구실내없음
빠리가옥,음식점,퓨전,실내,매일 11:30 - 22:00,목줄,02-6083-1626,종로구,서울특별시 종로구 수표로28길 33-4,서울특별시 종로구 수표로28길 33-4,37.5733245159047,126.99020205203,음식점퓨전종로구실내목줄
술노리아,음식점,퓨전,실내,"매일 18:00 - 03:30, 매주 월요일휴무",목줄,010-6279-2387,송파구,서울특별시 송파구 문정로1길 31,서울특별시 송파구 문정로1길 31,37.4889360390783,127.123564726817,음식점퓨전송파구실내목줄
카키스터프,음식점,양식,"실내,테라스",매일 11:30 - 22:00(월요일 휴무),목줄,02-794-5131,용산구,서울특별시 용산구 회나무로13가길 46-8,서울특별시 용산구 회나무로13가길 46-8,37.5407835102851,126.992024312009,"음식점양식용산구실내,테라스목줄"
노네임드키친,음식점,퓨전,실내,매일 18:00 - 24:00(일요일 휴무),목줄,02-457-0623,광진구,서울특별시 광진구 자양번영로4길 18,서울특별시 광진구 자양번영로4길 18,37.5313204181812,127.076318069709,음식점퓨전광진구실내목줄
베란다,음식점,양식,실내,"매일 11:30 - 22:00, 일요일 휴무",목줄,02-333-0250,마포구,서울특별시 마포구 월드컵로 120,서울특별시 마포구 월드컵로 120,37.5590236737958,126.907736339234,음식점양식마포구실내목줄
다운타우너 한남점,음식점,햄버거,"실내,테라스",매일 11:30 - 21:30,"목줄,캐리어",070-8806-3696,용산구,서울특별시 용산구 대사관로5길 12 1층 다운타우너 한남점,서울특별시 용산구 대사관로5길 12,37.5348433010452,127.000858183704,"음식점햄버거용산구실내,테라스목줄,캐리어"
효뜨,음식점,퓨전,테라스,"평일 11:30 - 15:00, 17:30 - 22:00, 토요일 12:30 - 21:00, 일요일 12:30 - 21:00(2,4주 휴무)",없음,02-794-0526,용산구,서울특별시 용산구 한강대로40가길 6,서울특별시 용산구 한강대로40가길 6,37.5303509410215,126.9713078372,음식점퓨전용산구테라스없음
문화식당 성신여대점,음식점,양식,실내,매일 11:30 - 24:00,목줄,02-6381-4644,성북구,서울특별시 성북구 보문로30나길 37,서울특별시 성북구 보문로30나길 37,37.5910761720367,127.020309125604,음식점양식성북구실내목줄
이런씨불닭발,음식점,한식,실내,"매일 17:00 - 01:00, 일요일 휴무",목줄,070-4078-1858,노원구,서울특별시 노원구 동일로184길 66,서울특별시 노원구 동일로184길 66,37.6245789736128,127.077286006997,음식점한식노원구실내목줄
정거장뒤,음식점,퓨전,실내,"매일 11:00 - 21:00, 일요일 휴무",안기,070-7370-0828,은평구,서울특별시 은평구 가좌로 185,서울특별시 은평구 가좌로 185,37.5873603098915,126.920349022441,음식점퓨전은평구실내안기
72420,음식점,퓨전,"실내,실외",매일 11:30 - 22:00,목줄,02-417-2420,송파구,서울특별시 송파구 백제고분로45길 12,서울특별시 송파구 백제고분로45길 12,37.5096256769585,127.110151992824,"음식점퓨전송파구실내,실외목줄"
지하102호,음식점,퓨전,실내,매일 17:00 - 03:00,없음,010-6315-8648,마포구,서울특별시 마포구 양화로6길 57-22,서울특별시 마포구 양화로6길 57-22,37.5493872950732,126.918079087989,음식점퓨전마포구실내없음
발리인망원,음식점,퓨전,실내,"매일 11:30 - 21:00/라스트 오더 14:30&20:00 / 브레이크타임 15~17시, 일요일 휴무라스트오더 20:00","목줄,캐리어,입마개",02-336-0527,마포구,서울특별시 마포구 포은로 67,서울특별시 마포구 포은로 67,37.5532902785265,126.906035897936,"음식점퓨전마포구실내목줄,캐리어,입마개"
마레스타,음식점,양식,실내,매일 11:30 - 22:0015시30분부터 17시까지 재료준비시간. 매주 일요일 휴무,목줄,02-322-8588,마포구,서울특별시 마포구 월드컵북로4길 15,서울특별시 마포구 월드컵북로4길 15,37.5572057386981,126.920637926827,음식점양식마포구실내목줄
38도씨식당,음식점,양식,실내,매일 16:00 - 02:00 일요일 휴무,없음,070-4045-8387,마포구,서울특별시 마포구 와우산로17길 19-17,서울특별시 마포구 와우산로17길 19-17,37.5494298799352,126.921615197284,음식점양식마포구실내없음
아티초크0125,음식점,양식,테라스,매일 11:30 - 23:00,목줄,02-544-2415,강남구,서울 강남구 압구정로75길 6,서울 강남구 압구정로75길 6,37.5261497386776,127.047002757524,음식점양식강남구테라스목줄
카페 나하,음식점,양식,실내,"화,수,목,금,토 12:00 - 22:00 재료준비 : 15-17시    일요일 12:00 - 15:00 재료소진시까지 운영    월요일 휴무",목줄,070-8834-1632,마포구,서울 마포구 희우정로16길 32,서울 마포구 희우정로16길 32,37.5545465978671,126.903759337898,음식점양식마포구실내목줄
청계산 장수촌,음식점,한식,"실내,실외",매일 10:00 - 21:00,목줄,02-578-5078,서초구,서울 서초구 원터5길 14,서울 서초구 원터5길 14,37.4429444642385,127.057470625712,"음식점한식서초구실내,실외목줄"
바스버거 후암점,음식점,햄버거,테라스,평일 11:00 - 23:00,없음,02-318-6649,용산구,서울특별시 용산구 한강대로104길 32 2층,서울특별시 용산구 한강대로104길 32,37.5502366462959,126.97406020894,음식점햄버거용산구테라스없음
칠사칠,음식점,양식,실내,평일 17:00~24:00 금 16:00-02:00 토 11:00-02:00일11:00-24:00,목줄,02-749-7470,용산구,서울 용산구 이태원로20가길 1,서울 용산구 이태원로20가길 1,37.533634902461,126.992321727443,음식점양식용산구실내목줄
르팔러,음식점,양식,실내,매일 11:00 - 24:00,목줄,02-6013-7649,마포구,서울 마포구 양화로 45,서울 마포구 양화로 45,37.5515008030203,126.91395024016,음식점양식마포구실내목줄
루나씨엘로,음식점,양식,테라스,평일 16:00 - 01:00주말 16:00 - 02:00,"목줄,안기",070-4110-3815,마포구,서울 마포구 동교로34길 21,서울 마포구 동교로34길 21,37.5608539329308,126.925568658019,"음식점양식마포구테라스목줄,안기"
NY BnB,음식점,햄버거,"실내,테라스",일요일 10:00 - 21:00  매일 10:00 - 22:00,목줄,02-553-7792,강남구,서울 강남구 테헤란로6길 30,서울 강남구 테헤란로6길 30,37.4966139485471,127.031096092669,"음식점햄버거강남구실내,테라스목줄"
개편한 포차 탄이네,음식점,퓨전,실내,18:00~05:00,목줄,02-499-0851,광진구,서울 광진구 동일로22길 31,서울 광진구 동일로22길 31,37.5422327632238,127.066054866585,음식점퓨전광진구실내목줄
슬로우캘리,음식점,퓨전,실내,"  11:30~20:30, 월요일 휴무  브레이크 타임 15:00~17:00",목줄,02-336-0688,마포구,서울 마포구 동교로38길 35,서울 마포구 동교로38길 35,37.5613569326774,126.92581263134,음식점퓨전마포구실내목줄
비어바나,음식점,퓨전,"실내,실외",  평일 17:00~01:00  토요일 15:00~01:00  일요일 15:00~24:00,목줄,02-2634-6277,영등포구,서울특별시 영등포구 도림로129길 5-1,서울특별시 영등포구 도림로129길 5-1,37.5133332457584,126.895327925737,"음식점퓨전영등포구실내,실외목줄"
비어포스트 바,음식점,퓨전,실내, ,목줄,02-2068-6277,영등포구,서울 영등포구 도림로131길 15,서울 영등포구 도림로131길 15,37.5137907282909,126.894162815494,음식점퓨전영등포구실내목줄
라샌독오스테리아,음식점,양식,실내,  11:30~21:00  브레이크 타임 14:30~15:30  일요일 19:00 영업종료,목줄,070-8614-9903,용산구,서울 용산구 이태원로54길 62-9,서울 용산구 이태원로54길 62-9,37.5354587754441,127.00074210589,음식점양식용산구실내목줄
훌라훌라,음식점,퓨전,실내,"  화~일요일 11:00~22:00  브레이크 타임 15:00~17:00 (주말 제외)  매주 월요일 휴무, 임시휴무 인스타 공지",목줄,010-6284-5787,마포구,서울 마포구 희우정로10길 4,서울 마포구 희우정로10길 4,37.5526332685366,126.904683899821,음식점퓨전마포구실내목줄
펍피맥 오목교본점,음식점,피자,실내,"  평일 17:00~02:00  주말 16:00~02:00, 연중무휴",목줄,02-2061-2620,양천구,서울 양천구 신목로2길 68,서울 양천구 신목로2길 68,37.5238327188727,126.877348359324,음식점피자양천구실내목줄
파이브테이블즈,음식점,퓨전,실내,"11:00~22:30, 오픈시간 유동적",목줄,02-3141-1555,마포구,서울 마포구 망원로6길 19,서울 마포구 망원로6길 19,37.5561117959526,126.90352079066,음식점퓨전마포구실내목줄
코시나,음식점,양식,실내,  평일 11:00~22:00  주말 12:00~22:00,목줄,070-7622-2176,성동구,서울 성동구 성수일로11길 8,서울 성동구 성수일로11길 8,37.5492195441892,127.050789672956,음식점양식성동구실내목줄
장화신은고양이,음식점,퓨전,"실내,실외","  평일 18:00~24:00, 휴무일 인스타 공지  토요일 12:30~24:00, 재료 소진 시 조기마감  일요일 18:00~18:30, 예약제 비프웰링턴 코스",목줄,02-333-2825,마포구,서울 마포구 월드컵로19길 16,서울 마포구 월드컵로19길 16,37.5567489954078,126.908171133941,"음식점퓨전마포구실내,실외목줄"
인딕 슬로우,음식점,퓨전,테라스,"  11:00~22:00, 브레이크 타임 15시~17시  연중무휴",목줄,02-511-0139,강남구,서울 강남구 압구정로4길 13,서울 강남구 압구정로4길 13,37.5218985731036,127.020333459643,음식점퓨전강남구테라스목줄
얼띵앤키친,음식점,양식,실내,  화~금요일 12:00~21:30  주말 12:00~22:00  월요일 휴무,목줄,070-7766-6028,마포구,서울 마포구 토정로5길 22,서울 마포구 토정로5길 22,37.546414251193,126.918572775584,음식점양식마포구실내목줄
아이노테이블,음식점,한식,실내,"11:00~22:00, 연중무휴",목줄,02-336-0118,마포구,서울 마포구 성지1길 39,서울 마포구 성지1길 39,37.5479807554575,126.915660317632,음식점한식마포구실내목줄
아루감,음식점,퓨전,실내,"18:00~02:00, 연중무휴",목줄,02-322-3213,마포구,서울 마포구 월드컵로19길 8,서울 마포구 월드컵로19길 8,37.5570970046822,126.908460097445,음식점퓨전마포구실내목줄
복덕방 막걸리집,음식점,한식,실내,"  화~금 18:00~02:00, 오더마감 01:00  토요일 17:00~02:00, 오더마감 01:00  일, 월요일 휴무",목줄,070-8864-1414,마포구,서울 마포구 포은로8길 5,서울 마포구 포은로8길 5,37.5564316277058,126.905049369949,음식점한식마포구실내목줄
미자카야,음식점,퓨전,실내,"  월~금 18:00~02:00  토요일 18:00~01:00  매주 일요일, 첫재 셋재 월요일 휴무",안기,010-4800-7637,마포구,서울 마포구 포은로8길 5,서울 마포구 포은로8길 5,37.5564316277058,126.905049369949,음식점퓨전마포구실내안기
무슈,음식점,한식,"실내,실외","11:30~22:00, 연중무휴",목줄,070-8955-2295,마포구,서울 마포구 동교로17길 28,서울 마포구 동교로17길 28,37.5562337311488,126.915681461073,"음식점한식마포구실내,실외목줄"
라오삐약,음식점,퓨전,"실내,실외","  11:00~21:00, 브레이크 타임 15시~17시  주말 11:00~21:00, 브레이크 타임 없음  월요일 휴무",목줄,02-322-7735,마포구,서울 마포구 희우정로10길 5,서울 마포구 희우정로10길 5,37.5527328101125,126.90443785635,"음식점퓨전마포구실내,실외목줄"
라몽림,음식점,퓨전,실내, ,목줄,-,마포구,서울 마포구 포은로 42,서울 마포구 포은로 42,37.5513207328952,126.907220287584,음식점퓨전마포구실내목줄
드렁캔 자양점,음식점,퓨전,"실내,실외","17:00~02:00, 연중무휴",목줄,02-6326-0422,광진구,서울 광진구 뚝섬로52길 30,서울 광진구 뚝섬로52길 30,37.5307024972477,127.078809259039,"음식점퓨전광진구실내,실외목줄"
다운타우너 청담,음식점,햄버거,실내,"11:30~21:30, 휴뮤일 인스타 공지",캐리어,070-8833-3696,강남구,서울 강남구 도산대로53길 14,서울 강남구 도산대로53길 14,37.524064899915,127.038573907268,음식점햄버거강남구실내캐리어
망원 그곳,음식점,퓨전,실내,주말 18:00 - 03:00  평일 18:00 - 02:00,목줄,010-3745-7037,마포구,서울 마포구 월드컵로13길 19-19,서울 마포구 월드컵로13길 19-19,37.5551260432486,126.90935555523,음식점퓨전마포구실내목줄
길모퉁이칠리차차,음식점,양식,실외,"  평일 11:30~22:30, 주말 11:30~22:00  2번째 토, 일 휴무",목줄,02-6014-7770,마포구,서울 마포구 동교로15길 34,서울 마포구 동교로15길 34,37.5562314918474,126.914075064568,음식점양식마포구실외목줄
규스홈,음식점,양식,실내,  평일 11:00~22:00 / 오후 3~5시 브레이크 타임  주말 12:00~22:00 / 브레이크 타임 없음  일요일 휴무,목줄,02-598-5584,서초구,서울 서초구 방배천로 62,서울 서초구 방배천로 62,37.4820810148783,126.982824659131,음식점양식서초구실내목줄
구운,음식점,퓨전,실내,"17:00~02:00, 연중무휴",목줄,02-322-5545,마포구,서울 마포구 포은로 109,서울 마포구 포은로 109,37.5566803113882,126.904501286522,음식점퓨전마포구실내목줄
차고버거(Chag.oB),음식점,햄버거,"실외,테라스","  화~토 11:30~21:30,  브레이크 타임 15:00~17:00",목줄,070-8878-0601,송파구,서울 송파구 오금로11길 61-11,서울 송파구 오금로11길 61-11,37.5155218341412,127.113962951307,"음식점햄버거송파구실외,테라스목줄"
